Media Name,URL
2018-2019 School Assessment,https://www.ncagr.gov/media/441/open
2018-2019 School TEFAP Assessment,https://www.ncagr.gov/media/443/open
2018-2019 SKP Assessment,https://www.ncagr.gov/media/442/open
2019 Annual Report,https://www.ncagr.gov/media/351/open
2020 Annual Report,https://www.ncagr.gov/media/4886/open
2020 Annual Report,https://www.ncagr.gov/media/350/open
2020 Water Use Survey Questionnaire,https://www.ncagr.gov/media/2883/open
2020 Water Use Survey Report,https://www.ncagr.gov/media/2882/open
2021 Annual Report,https://www.ncagr.gov/media/349/open
2022 Annual Report,https://www.ncagr.gov/media/348/open
2022 Cotton Acreage by County,https://www.ncagr.gov/media/416/open
2022 NCDA&CS QAR Report,https://www.ncagr.gov/media/2876/open
2022 Public Animal Shelter Report (PDF) - Revised,https://www.ncagr.gov/media/11311/open
2022 Water Use Survey Questionnaire,https://www.ncagr.gov/media/6737/open
2022 Water Use Survey Report,https://www.ncagr.gov/media/6738/open
2022-2023-FTSBid-11-7-2022-1-23-2022,https://www.ncagr.gov/media/451/open
2022-2023-FTSBid-2-6-2023-3-20-2023,https://www.ncagr.gov/media/450/open
2022-2023-FTSBid-4-24-2023-5-22-2023,https://www.ncagr.gov/media/449/open
2022-2023-FTSBid-8-22-2022-10-24-2022,https://www.ncagr.gov/media/452/open
2022-FTSBid-4-22-2022-5-20-2022,https://www.ncagr.gov/media/453/open
2022-McCain_Trail_Equestrian_Program-User_Guidelines.pdf,https://www.ncagr.gov/media/4795/open
2023 NC State Fair Fairgoer Insights Report,https://www.ncagr.gov/media/7029/open
2023 Shelter Report PDF (as of 9.24.24),https://www.ncagr.gov/media/8522/open
2023-2024-FTSBid-11-6-2023-1-22-2024,https://www.ncagr.gov/media/4870/open
2023-2024-FTSBid-2-5-2024-3-18-2024,https://www.ncagr.gov/media/7410/open
2023-2024-FTSBid-4-8-2024-6-3-2024,https://www.ncagr.gov/media/7409/open
2023-2024-FTSBid-8-19-2024 – 10-21-2024,https://www.ncagr.gov/media/10346/open
2023-2024-FTSBid-8-21-2023-10-23-2023,https://www.ncagr.gov/media/7411/open
2023Annual Report,https://www.ncagr.gov/media/3166/open
2023HolidaySchedule.pdf,https://www.ncagr.gov/media/4905/open
2024 - 2025 Request for Proposals,https://www.ncagr.gov/media/8467/open
2024 1st-2nd Quarter Reimbursements Detailed PDF,https://www.ncagr.gov/media/7694/open
2024 1st-3rd Quarter Reimbursements Detailed PDF,https://www.ncagr.gov/media/9397/open
2024 1st-3rd Quarter Reimbursements Detailed PDF,https://www.ncagr.gov/media/9531/open
